Director;Type;Characters;Genre;Location;Temporal collocation;Saga;Duration;First viewing;id;isChosen;gender;age;resp.id;ques;alt
Christopher Nolan;Animation film;Robots/androids/humanoids;Science-fiction;United States of America;2022;Yes;1h 40min;Platforms;1885;0;F;25;42;625;right
Christopher Nolan;Animation film;Animals;Thriller;United States of America;2022;No;2h;Cinema;1465;1;F;25;42;626;left
Christopher Nolan;Animation film;Humans;Science-fiction;Mars;2100;Yes;1h 40min;Platforms;2125;0;F;25;42;626;center
Tim Burton;Live-action;Humans;Science-fiction;Mars;End of the 19th century;No;1h 40min;Platforms;2273;0;F;25;42;626;right
Steven Spielberg;Live-action;Robots/androids/humanoids;Science-fiction;Japan;End of the 19th century;Yes;1h 40min;Platforms;1818;0;F;25;42;627;left
Steven Spielberg;Animation film;Humans;Thriller;United States of America;End of the 19th century;No;2h;Platforms;3045;0;F;25;42;627;center
Christopher Nolan;Animation film;Animals;Science-fiction;Europe;2022;Yes;1h 40min;Platforms;1915;1;F;25;42;627;right
Christopher Nolan;Animation film;Animals;Thriller;Europe;2022;Yes;2h;Platforms;2797;0;F;25;42;628;left
Christopher Nolan;Live-action;Humans;Science-fiction;Mars;End of the 19th century;Yes;1h 40min;Platforms;1840;1;F;25;42;628;center
Christopher Nolan;Live-action;Animals;Science-fiction;Mars;2100;Yes;2h;Platforms;2998;0;F;25;42;628;right
Tim Burton;Live-action;Animals;Thriller;Japan;End of the 19th century;Yes;1h 40min;Cinema;101;0;F;25;42;629;left
Tim Burton;Live-action;Robots/androids/humanoids;Science-fiction;Mars;End of the 19th century;No;1h 40min;Cinema;557;1;F;25;42;629;center
Tim Burton;Live-action;Robots/androids/humanoids;Thriller;United States of America;End of the 19th century;Yes;1h 40min;Platforms;1763;0;F;25;42;629;right
Christopher Nolan;Live-action;Animals;Science-fiction;United States of America;2022;Yes;2h;Cinema;1018;0;F;25;42;630;left
Christopher Nolan;Animation film;Humans;Thriller;United States of America;End of the 19th century;No;2h;Cinema;1315;1;F;25;42;630;center
Christopher Nolan;Animation film;Animals;Science-fiction;Japan;2022;No;2h;Platforms;3247;0;F;25;42;630;right
Steven Spielberg;Live-action;Humans;Thriller;Europe;2022;Yes;1h 40min;Platforms;1932;0;M;26;43;631;left
Steven Spielberg;Live-action;Robots/androids/humanoids;Thriller;Europe;2022;Yes;1h 40min;Cinema;216;1;M;26;43;631;center
Tim Burton;Animation film;Robots/androids/humanoids;Thriller;Europe;2100;Yes;1h 40min;Cinema;356;0;M;26;43;631;right
Steven Spielberg;Live-action;Animals;Science-fiction;Japan;2100;No;1h 40min;Platforms;2532;0;M;26;43;632;left
Steven Spielberg;Animation film;Robots/androids/humanoids;Science-fiction;United States of America;2022;No;2h;Cinema;1455;1;M;26;43;632;center
Tim Burton;Live-action;Robots/androids/humanoids;Thriller;Mars;2022;No;2h;Cinema;1583;0;M;26;43;632;right
Christopher Nolan;Animation film;Animals;Thriller;Mars;2022;No;2h;Platforms;3301;1;M;26;43;633;left
Steven Spielberg;Live-action;Humans;Thriller;Mars;2022;No;1h 40min;Platforms;2436;0;M;26;43;633;center
Christopher Nolan;Live-action;Animals;Science-fiction;Japan;2100;No;1h 40min;Cinema;802;0;M;26;43;633;right
Tim Burton;Live-action;Humans;Thriller;United States of America;2022;Yes;1h 40min;Cinema;167;0;M;26;43;634;left
Steven Spielberg;Animation film;Robots/androids/humanoids;Science-fiction;Europe;End of the 19th century;No;2h;Cinema;1347;0;M;26;43;634;center
Tim Burton;Animation film;Humans;Thriller;United States of America;End of the 19th century;No;1h 40min;Platforms;2180;1;M;26;43;634;right
Christopher Nolan;Live-action;Robots/androids/humanoids;Science-fiction;Europe;End of the 19th century;No;2h;Cinema;1348;1;M;26;43;635;left
Christopher Nolan;Animation film;Animals;Science-fiction;Japan;End of the 19th century;Yes;2h;Platforms;2671;0;M;26;43;635;center
Steven Spielberg;Live-action;Robots/androids/humanoids;Science-fiction;Japan;2100;No;1h 40min;Cinema;810;0;M;26;43;635;right
Christopher Nolan;Live-action;Robots/androids/humanoids;Science-fiction;Japan;2022;No;2h;Platforms;3256;0;M;26;43;636;left
Christopher Nolan;Live-action;Animals;Science-fiction;United States of America;2022;Yes;1h 40min;Platforms;1882;1;M;26;43;636;center
Tim Burton;Animation film;Robots/androids/humanoids;Science-fiction;Mars;2100;No;1h 40min;Platforms;2570;0;M;26;43;636;right
Steven Spielberg;Live-action;Humans;Science-fiction;Mars;2022;Yes;1h 40min;Platforms;1986;0;M;26;43;637;left
Christopher Nolan;Live-action;Robots/androids/humanoids;Thriller;Japan;End of the 19th century;Yes;2h;Platforms;2698;1;M;26;43;637;center
Tim Burton;Animation film;Robots/androids/humanoids;Thriller;United States of America;2100;Yes;1h 40min;Platforms;2048;0;M;26;43;637;right
Christopher Nolan;Animation film;Animals;Science-fiction;Mars;End of the 19th century;No;2h;Platforms;3139;1;M;26;43;638;left
Tim Burton;Live-action;Humans;Science-fiction;United States of America;2100;No;1h 40min;Platforms;2453;0;M;26;43;638;center
Christopher Nolan;Animation film;Humans;Thriller;Europe;2022;Yes;2h;Cinema;1063;0;M;26;43;638;right
Christopher Nolan;Live-action;Humans;Thriller;Japan;2100;No;2h;Platforms;3406;0;M;26;43;639;left
Christopher Nolan;Live-action;Animals;Science-fiction;United States of America;End of the 19th century;No;2h;Cinema;1306;1;M;26;43;639;center
Steven Spielberg;Animation film;Robots/androids/humanoids;Science-fiction;Mars;End of the 19th century;Yes;2h;Cinema;987;0;M;26;43;639;right
Tim Burton;Live-action;Robots/androids/humanoids;Thriller;United States of America;2022;No;1h 40min;Cinema;611;1;M;26;43;640;left
Tim Burton;Animation film;Humans;Thriller;United States of America;2022;Yes;2h;Cinema;1028;0;M;26;43;640;center
Steven Spielberg;Live-action;Animals;Thriller;Europe;2022;No;1h 40min;Cinema;642;0;M;26;43;640;right
Steven Spielberg;Animation film;Animals;Science-fiction;Japan;2100;Yes;1h 40min;Platforms;2097;0;M;26;43;641;left
Tim Burton;Live-action;Humans;Thriller;Mars;End of the 19th century;Yes;1h 40min;Platforms;1859;1;M;26;43;641;center
Steven Spielberg;Live-action;Animals;Thriller;Mars;End of the 19th century;No;2h;Cinema;1434;0;M;26;43;641;right
Tim Burton;Animation film;Humans;Science-fiction;United States of America;2100;No;1h 40min;Platforms;2450;0;M;26;43;642;left
Steven Spielberg;Live-action;Robots/androids/humanoids;Thriller;Mars;2022;Yes;1h 40min;Platforms;2016;0;M;26;43;642;center
Steven Spielberg;Animation film;Animals;Science-fiction;United States of America;2022;Yes;1h 40min;Cinema;153;1;M;26;43;642;right
Steven Spielberg;Animation film;Animals;Thriller;Europe;End of the 19th century;Yes;2h;Cinema;927;0;M;26;43;643;left
Tim Burton;Live-action;Robots/androids/humanoids;Thriller;Japan;2022;No;1h 40min;Cinema;683;0;M;26;43;643;center
Steven Spielberg;Live-action;Animals;Science-fiction;Mars;End of the 19th century;No;2h;Platforms;3144;1;M;26;43;643;right
Christopher Nolan;Animation film;Animals;Science-fiction;Japan;2022;No;1h 40min;Cinema;655;1;M;26;43;644;left
Christopher Nolan;Animation film;Animals;Science-fiction;Japan;End of the 19th century;Yes;1h 40min;Cinema;79;0;M;26;43;644;center
Steven Spielberg;Animation film;Animals;Science-fiction;Mars;2100;No;2h;Cinema;1701;0;M;26;43;644;right
Steven Spielberg;Live-action;Humans;Thriller;Mars;End of the 19th century;No;1h 40min;Cinema;564;0;M;26;43;645;left
Christopher Nolan;Live-action;Robots/androids/humanoids;Thriller;Japan;2022;No;2h;Cinema;1546;1;M;26;43;645;center
Steven Spielberg;Live-action;Robots/androids/humanoids;Thriller;United States of America;2100;No;1h 40min;Platforms;2484;0;M;26;43;645;right
Steven Spielberg;Live-action;Humans;Thriller;Europe;2022;Yes;1h 40min;Platforms;1932;0;M;26;44;646;left
Steven Spielberg;Live-action;Robots/androids/humanoids;Thriller;Europe;2022;Yes;1h 40min;Cinema;216;1;M;26;44;646;center
Tim Burton;Animation film;Robots/androids/humanoids;Thriller;Europe;2100;Yes;1h 40min;Cinema;356;0;M;26;44;646;right
Steven Spielberg;Live-action;Animals;Science-fiction;Japan;2100;No;1h 40min;Platforms;2532;0;M;26;44;647;left
Steven Spielberg;Animation film;Robots/androids/humanoids;Science-fiction;United States of America;2022;No;2h;Cinema;1455;1;M;26;44;647;center
Tim Burton;Live-action;Robots/androids/humanoids;Thriller;Mars;2022;No;2h;Cinema;1583;0;M;26;44;647;right
Christopher Nolan;Animation film;Animals;Thriller;Mars;2022;No;2h;Platforms;3301;1;M;26;44;648;left
Steven Spielberg;Live-action;Humans;Thriller;Mars;2022;No;1h 40min;Platforms;2436;0;M;26;44;648;center
Christopher Nolan;Live-action;Animals;Science-fiction;Japan;2100;No;1h 40min;Cinema;802;0;M;26;44;648;right
Tim Burton;Live-action;Humans;Thriller;United States of America;2022;Yes;1h 40min;Cinema;167;0;M;26;44;649;left
Steven Spielberg;Animation film;Robots/androids/humanoids;Science-fiction;Europe;End of the 19th century;No;2h;Cinema;1347;0;M;26;44;649;center
Tim Burton;Animation film;Humans;Thriller;United States of America;End of the 19th century;No;1h 40min;Platforms;2180;1;M;26;44;649;right
Christopher Nolan;Live-action;Robots/androids/humanoids;Science-fiction;Europe;End of the 19th century;No;2h;Cinema;1348;1;M;26;44;650;left
Christopher Nolan;Animation film;Animals;Science-fiction;Japan;End of the 19th century;Yes;2h;Platforms;2671;0;M;26;44;650;center
Steven Spielberg;Live-action;Robots/androids/humanoids;Science-fiction;Japan;2100;No;1h 40min;Cinema;810;0;M;26;44;650;right
Christopher Nolan;Live-action;Robots/androids/humanoids;Science-fiction;Japan;2022;No;2h;Platforms;3256;0;M;26;44;651;left
Christopher Nolan;Live-action;Animals;Science-fiction;United States of America;2022;Yes;1h 40min;Platforms;1882;1;M;26;44;651;center
Tim Burton;Animation film;Robots/androids/humanoids;Science-fiction;Mars;2100;No;1h 40min;Platforms;2570;0;M;26;44;651;right
Steven Spielberg;Live-action;Humans;Science-fiction;Mars;2022;Yes;1h 40min;Platforms;1986;0;M;26;44;652;left
Christopher Nolan;Live-action;Robots/androids/humanoids;Thriller;Japan;End of the 19th century;Yes;2h;Platforms;2698;1;M;26;44;652;center
Tim Burton;Animation film;Robots/androids/humanoids;Thriller;United States of America;2100;Yes;1h 40min;Platforms;2048;0;M;26;44;652;right
Christopher Nolan;Animation film;Animals;Science-fiction;Mars;End of the 19th century;No;2h;Platforms;3139;1;M;26;44;653;left
Tim Burton;Live-action;Humans;Science-fiction;United States of America;2100;No;1h 40min;Platforms;2453;0;M;26;44;653;center
Christopher Nolan;Animation film;Humans;Thriller;Europe;2022;Yes;2h;Cinema;1063;0;M;26;44;653;right
Christopher Nolan;Live-action;Humans;Thriller;Japan;2100;No;2h;Platforms;3406;0;M;26;44;654;left
Christopher Nolan;Live-action;Animals;Science-fiction;United States of America;End of the 19th century;No;2h;Cinema;1306;1;M;26;44;654;center
Steven Spielberg;Animation film;Robots/androids/humanoids;Science-fiction;Mars;End of the 19th century;Yes;2h;Cinema;987;0;M;26;44;654;right
Tim Burton;Live-action;Robots/androids/humanoids;Thriller;United States of America;2022;No;1h 40min;Cinema;611;1;M;26;44;655;left
Tim Burton;Animation film;Humans;Thriller;United States of America;2022;Yes;2h;Cinema;1028;0;M;26;44;655;center
Steven Spielberg;Live-action;Animals;Thriller;Europe;2022;No;1h 40min;Cinema;642;0;M;26;44;655;right
Steven Spielberg;Animation film;Animals;Science-fiction;Japan;2100;Yes;1h 40min;Platforms;2097;0;M;26;44;656;left
Tim Burton;Live-action;Humans;Thriller;Mars;End of the 19th century;Yes;1h 40min;Platforms;1859;1;M;26;44;656;center
Steven Spielberg;Live-action;Animals;Thriller;Mars;End of the 19th century;No;2h;Cinema;1434;0;M;26;44;656;right
Tim Burton;Animation film;Humans;Science-fiction;United States of America;2100;No;1h 40min;Platforms;2450;0;M;26;44;657;left
Steven Spielberg;Live-action;Robots/androids/humanoids;Thriller;Mars;2022;Yes;1h 40min;Platforms;2016;0;M;26;44;657;center
Steven Spielberg;Animation film;Animals;Science-fiction;United States of America;2022;Yes;1h 40min;Cinema;153;1;M;26;44;657;right
Steven Spielberg;Animation film;Animals;Thriller;Europe;End of the 19th century;Yes;2h;Cinema;927;0;M;26;44;658;left
Tim Burton;Live-action;Robots/androids/humanoids;Thriller;Japan;2022;No;1h 40min;Cinema;683;0;M;26;44;658;center
Steven Spielberg;Live-action;Animals;Science-fiction;Mars;End of the 19th century;No;2h;Platforms;3144;1;M;26;44;658;right
Christopher Nolan;Animation film;Animals;Science-fiction;Japan;2022;No;1h 40min;Cinema;655;1;M;26;44;659;left
Christopher Nolan;Animation film;Animals;Science-fiction;Japan;End of the 19th century;Yes;1h 40min;Cinema;79;0;M;26;44;659;center
Steven Spielberg;Animation film;Animals;Science-fiction;Mars;2100;No;2h;Cinema;1701;0;M;26;44;659;right
Steven Spielberg;Live-action;Humans;Thriller;Mars;End of the 19th century;No;1h 40min;Cinema;564;0;M;26;44;660;left
Christopher Nolan;Live-action;Robots/androids/humanoids;Thriller;Japan;2022;No;2h;Cinema;1546;1;M;26;44;660;center
Steven Spielberg;Live-action;Robots/androids/humanoids;Thriller;United States of America;2100;No;1h 40min;Platforms;2484;0;M;26;44;660;right
Steven Spielberg;Live-action;Robots/androids/humanoids;Thriller;Japan;2022;Yes;2h;Cinema;1116;0;M;23;45;661;left
Tim Burton;Animation film;Humans;Thriller;Europe;2022;Yes;1h 40min;Cinema;200;0;M;23;45;661;center
Christopher Nolan;Live-action;Humans;Thriller;Japan;2022;No;1h 40min;Cinema;670;1;M;23;45;661;right
Tim Burton;Live-action;Animals;Science-fiction;United States of America;End of the 19th century;No;2h;Platforms;3035;0;M;23;45;662;left
Tim Burton;Live-action;Animals;Thriller;Mars;2022;No;1h 40min;Cinema;713;0;M;23;45;662;center
Tim Burton;Live-action;Animals;Thriller;United States of America;End of the 19th century;No;2h;Platforms;3053;1;M;23;45;662;right
Christopher Nolan;Animation film;Animals;Science-fiction;United States of America;2100;Yes;2h;Cinema;1159;1;M;23;45;663;left
Steven Spielberg;Live-action;Humans;Thriller;Europe;End of the 19th century;Yes;2h;Platforms;2652;0;M;23;45;663;center
Tim Burton;Live-action;Robots/androids/humanoids;Science-fiction;United States of America;End of the 19th century;Yes;2h;Platforms;2609;0;M;23;45;663;right
Steven Spielberg;Live-action;Robots/androids/humanoids;Science-fiction;Mars;2100;Yes;1h 40min;Platforms;2142;1;M;23;45;664;left
Steven Spielberg;Animation film;Animals;Science-fiction;Europe;2022;No;2h;Platforms;3213;0;M;23;45;664;center
Steven Spielberg;Live-action;Humans;Science-fiction;Japan;2022;No;1h 40min;Platforms;2382;0;M;23;45;664;right
Steven Spielberg;Animation film;Humans;Thriller;Mars;2100;Yes;1h 40min;Cinema;417;0;M;23;45;665;left
Tim Burton;Animation film;Animals;Science-fiction;Japan;End of the 19th century;No;2h;Cinema;1376;1;M;23;45;665;center
Steven Spielberg;Animation film;Animals;Thriller;Japan;2100;No;2h;Platforms;3411;0;M;23;45;665;right
Steven Spielberg;Animation film;Humans;Thriller;Mars;2100;No;2h;Cinema;1713;1;M;23;45;666;left
Tim Burton;Animation film;Animals;Science-fiction;Mars;2022;No;1h 40min;Platforms;2420;0;M;23;45;666;center
Steven Spielberg;Live-action;Humans;Thriller;Japan;2022;No;1h 40min;Platforms;2400;0;M;23;45;666;right
Christopher Nolan;Live-action;Animals;Thriller;Europe;2100;No;2h;Cinema;1648;0;M;23;45;667;left
Tim Burton;Live-action;Animals;Thriller;Europe;2100;Yes;1h 40min;Platforms;2081;0;M;23;45;667;center
Christopher Nolan;Live-action;Animals;Thriller;Mars;2100;No;2h;Cinema;1720;1;M;23;45;667;right
Christopher Nolan;Live-action;Animals;Thriller;Japan;End of the 19th century;Yes;1h 40min;Platforms;1828;0;M;23;45;668;left
Steven Spielberg;Animation film;Robots/androids/humanoids;Thriller;Europe;End of the 19th century;No;1h 40min;Cinema;501;0;M;23;45;668;center
Christopher Nolan;Animation film;Humans;Thriller;Mars;2022;No;2h;Platforms;3295;1;M;23;45;668;right
Christopher Nolan;Live-action;Humans;Thriller;Mars;2022;No;1h 40min;Platforms;2434;1;M;23;45;669;left
Christopher Nolan;Animation film;Animals;Science-fiction;Japan;End of the 19th century;No;1h 40min;Cinema;511;0;M;23;45;669;center
Christopher Nolan;Animation film;Animals;Thriller;United States of America;End of the 19th century;Yes;2h;Platforms;2617;0;M;23;45;669;right
Christopher Nolan;Animation film;Animals;Science-fiction;United States of America;2100;Yes;2h;Platforms;2887;0;M;23;45;670;left
Steven Spielberg;Animation film;Robots/androids/humanoids;Science-fiction;United States of America;2022;Yes;2h;Platforms;2751;0;M;23;45;670;center
Steven Spielberg;Live-action;Robots/androids/humanoids;Thriller;United States of America;2022;No;1h 40min;Cinema;612;1;M;23;45;670;right
Tim Burton;Live-action;Robots/androids/humanoids;Thriller;United States of America;2100;Yes;1h 40min;Cinema;323;0;M;23;45;671;left
Tim Burton;Live-action;Animals;Thriller;Japan;2022;No;2h;Cinema;1541;1;M;23;45;671;center
Steven Spielberg;Animation film;Animals;Thriller;Europe;End of the 19th century;Yes;2h;Platforms;2655;0;M;23;45;671;right
Christopher Nolan;Live-action;Humans;Thriller;United States of America;2100;No;1h 40min;Cinema;742;1;M;23;45;672;left
Steven Spielberg;Animation film;Robots/androids/humanoids;Science-fiction;Mars;2100;No;1h 40min;Cinema;843;0;M;23;45;672;center
Christopher Nolan;Live-action;Animals;Thriller;United States of America;2022;Yes;1h 40min;Platforms;1900;0;M;23;45;672;right
Christopher Nolan;Live-action;Animals;Science-fiction;Europe;2100;No;2h;Platforms;3358;0;M;23;45;673;left
Tim Burton;Animation film;Humans;Science-fiction;Europe;End of the 19th century;Yes;2h;Cinema;902;1;M;23;45;673;center
Tim Burton;Live-action;Humans;Science-fiction;Mars;2022;No;2h;Cinema;1553;0;M;23;45;673;right
Tim Burton;Animation film;Humans;Science-fiction;United States of America;2100;Yes;2h;Cinema;1154;1;M;23;45;674;left
Tim Burton;Live-action;Animals;Thriller;Japan;2022;No;1h 40min;Platforms;2405;0;M;23;45;674;center
Tim Burton;Animation film;Humans;Science-fiction;Europe;2100;No;1h 40min;Cinema;758;0;M;23;45;674;right
Christopher Nolan;Animation film;Animals;Thriller;Mars;2100;No;1h 40min;Platforms;2581;1;M;23;45;675;left
